2465,1526,1023,776,1354,1615,1266,825,1170,1411,1444,1399,447,997,1764,1900,748,1526,1518,2093,0,945,1023,344,809,1456,1382,2497,2695,997,1046,1009,2168,1761,927,1846,835,1304,1343,1216,2248,835,1758,1399,2512,1123,1798,1512,1943,843,1023,X,927,1198,1410,2139,1134,1355,1680,871,X,1399,1022,2039,997,2394,1399,X,1489,2088,835,1758,X,1037,1185,1343,809,1937,1449,2295,1304
1822,1086,290,846,711,1376,623,944,1289,1321,1078,1309,566,354,1121,1257,658,1086,875,1450,911,0,380,717,719,813,739,1854,2052,354,1030,993,1591,1118,284,1203,745,661,921,1067,1605,745,1115,756,1869,1107,1155,952,1453,962,380,X,284,555,767,2049,491,1145,1037,781,X,756,379,1396,354,2378,1309,X,846,1445,745,1115,X,1021,1169,1104,719,1709,1433,2085,661
1583,725,-90,466,331,996,1098,977,1160,941,698,929,650,-26,741,877,278,1130,1231,1070,531,475,0,337,339,433,359,2210,1672,-26,650,613,1211,738,759,964,365,281,541,687,1281,365,735,376,1630,727,775,922,1214,937,-20,X,759,1030,387,1669,927,765,1512,401,X,376,854,1871,-26,1998,929,X,466,1111,365,735,X,641,789,724,339,1329,1053,1705,281
2121,1316,679,1145,1010,1675,922,1163,1508,1067,1377,1055,836,653,1420,1556,404,1316,1174,1749,1210,601,679,0,465,1112,1038,2153,2351,653,836,799,1890,1417,583,1502,491,960,1081,1227,1904,404,1414,1055,2168,913,1454,1168,1733,1181,679,X,583,854,1066,1795,790,1011,1336,527,X,1055,678,1695,593,2184,1055,X,1145,1744,491,1414,X,827,975,1403,465,1948,1239,1951,960
2119,1314,677,1143,1008,1673,920,1161,1506,1065,998,1053,834,651,1418,1554,402,1314,1172,1747,1208,477,677,75,0,1110,1036,2151,2349,651,834,797,1888,1415,581,1500,489,958,1079,1225,1902,489,1412,1053,2166,911,1452,1166,1731,1179,677,X,581,852,1064,1793,788,1009,1334,525,X,1053,676,1693,651,2182,1053,X,1143,1742,489,1412,X,825,973,1401,463,1946,1237,1949,958
1969,1988,1877,1462,1327,2122,908,1973,2318,2062,1179,1145,1646,1744,2179,1263,1380,2126,1513,2066,2408,1497,1877,1359,1361,0,1355,2492,3110,1237,1646,1609,1216,1124,1781,1350,1486,667,1667,264,1762,1513,1216,1502,2016,1723,1161,1918,1600,1323,1877,X,1781,840,773,1885,1988,1761,2056,1423,X,1502,1876,2415,1237,2994,1951,X,1462,1497,1486,1216,X,1637,1497,1850,1361,985,2049,2701,667
2094,771,815,107,1146,1212,936,618,963,1199,1184,1214,240,789,1556,1388,563,771,872,711,1346,435,815,622,624,1162,0,1851,2487,789,291,254,1722,1249,719,1475,683,792,940,816,1918,683,1405,1172,2141,368,1286,563,1188,636,729,X,719,990,898,1954,926,406,1472,361,X,1172,814,1831,789,1639,1214,X,107,1622,683,1550,X,282,430,940,624,1537,694,1346,792
2288,965,1009,301,166,1309,1130,812,1157,1393,533,1351,485,983,1750,1582,700,965,1066,905,1540,629,1009,447,761,897,194,0,2681,983,485,448,1487,1443,913,1669,787,986,854,535,1116,877,570,689,2335,562,-45,757,1382,162,923,X,913,1184,1092,2091,1120,600,1410,555,X,1366,1008,1769,983,1833,1351,X,301,1816,840,570,X,476,624,1037,761,1256,888,1540,986
2233,747,791,1227,1122,1384,912,594,939,1175,1160,1225,267,765,670,1668,574,747,848,1861,1322,411,791,633,635,1138,1150,1827,0,765,267,230,1937,1529,695,1614,661,1072,1112,985,1894,848,1381,1148,2280,344,1566,1338,1164,612,705,X,695,966,1178,1965,856,1181,1448,337,X,1148,790,1807,765,1615,1225,X,1257,1734,661,1526,X,258,406,1112,635,1706,670,2121,1072
1609,782,1200,492,436,1597,1321,1003,1348,1584,724,1515,676,1174,1819,903,944,1156,1257,1096,1731,820,1200,999,1001,1142,385,2236,2750,0,676,639,1237,764,1104,990,1031,386,1255,1201,1307,1068,761,1090,1656,753,801,948,1240,963,709,X,1104,1307,413,2255,1311,791,1601,746,X,1142,1199,1960,1174,2024,1591,X,492,1137,1031,761,X,667,815,1325,1001,1355,1079,1731,307
2303,1445,958,960,1051,1117,1201,327,672,1576,946,1534,-51,932,1699,1597,883,1624,1725,1790,1489,1080,958,942,944,1391,1079,2704,2630,694,0,1107,1670,1458,811,1684,970,1001,845,718,1660,1085,967,1334,2350,1221,1495,1530,1791,345,958,X,1364,1133,1107,2274,1571,1485,1615,1006,X,1334,957,1974,694,2242,1534,X,1186,1831,1085,1455,X,1135,1283,845,944,1439,1297,2425,1001
2003,517,561,997,892,1154,682,364,709,945,930,995,37,535,1302,1438,344,517,618,1631,1092,181,561,403,405,908,920,1597,2233,535,37,0,1707,1299,465,1384,431,842,882,755,1664,618,1151,918,2050,114,1336,1108,934,382,475,X,465,736,948,1735,672,951,1218,107,X,918,560,1577,535,1385,995,X,1027,1504,431,1296,X,28,176,882,405,1476,440,1891,842
1630,772,760,513,378,949,570,942,1287,846,-37,278,615,734,1501,924,183,1095,646,1117,1291,380,760,242,244,1163,406,1625,2432,21,615,578,0,785,664,1011,270,328,494,640,546,412,0,329,1677,692,822,947,1261,960,730,X,664,935,434,1018,871,790,840,306,X,1136,759,1199,-39,1963,834,X,513,1158,270,-48,X,606,754,677,244,118,1018,1730,328
917,1185,1118,521,386,1419,974,1032,1377,1204,433,1192,705,1092,1792,139,541,1185,815,1125,1649,738,1118,600,602,1551,414,1794,2723,1092,705,668,1707,0,1022,1554,628,1112,964,755,1016,815,470,799,882,782,175,977,839,382,1118,X,1022,906,1218,1932,1229,820,1310,664,X,1115,1117,1669,1092,2053,1192,X,521,373,628,470,X,696,373,1147,602,1476,1108,1760,1112
1538,821,96,562,427,1092,339,1073,1256,1037,794,1025,746,70,837,973,374,1226,1327,1166,627,571,96,433,435,529,455,2306,1768,70,746,709,1307,834,0,919,461,377,637,783,1321,461,831,472,1585,823,871,668,1169,1033,96,X,855,322,483,1765,1023,861,804,497,X,472,146,1112,70,2094,1025,X,562,1161,461,831,X,737,885,820,435,1425,1149,1801,377
619,1827,1137,1404,1269,772,385,1674,1248,1231,695,965,1347,1111,829,1291,915,1827,1399,2008,1668,1060,1337,658,660,1113,1297,2378,1760,1111,1347,1310,1415,1152,1241,0,1002,1374,317,463,1278,1149,732,152,584,1424,1372,1679,250,1534,1337,X,1241,317,1480,1705,1015,1522,1572,1038,X,152,1336,1931,1111,1897,965,X,1404,1207,1002,732,X,1338,984,500,976,1184,952,2462,1291
1932,825,490,956,821,1462,733,672,1017,874,895,564,345,464,1231,1367,63,825,926,1560,1021,110,490,-28,-26,923,849,1905,2162,464,345,308,1694,1228,394,1313,0,771,1031,1063,1715,463,1225,866,1979,422,1265,677,1242,690,490,X,394,665,877,1304,601,688,1147,204,X,866,489,1506,464,1693,564,X,956,1555,463,1225,X,336,484,1190,-26,1784,748,1460,771
1302,1459,1210,795,660,1455,1068,1306,1651,1594,728,1208,979,1184,1512,596,713,1459,1272,1399,1741,830,1210,692,694,1643,688,2251,2443,951,979,942,930,457,1114,683,1035,0,1000,1029,1311,1183,765,835,1349,1056,494,1251,933,656,1210,X,1114,1000,106,1948,1321,1094,1605,756,X,835,1209,1964,951,2327,1284,X,795,830,1035,765,X,970,830,1183,684,1048,1382,2034,-15
1752,1870,1858,1356,1221,2047,1623,1867,2212,1944,1016,1027,1540,1832,2599,974,1281,2020,1395,1960,2389,1478,1858,1340,1342,2261,1249,2374,3530,1119,1540,1503,1098,869,1762,2109,1368,1426,0,180,1599,1395,940,1427,1799,1617,1055,1812,1674,1217,1828,X,1762,1741,1532,1767,1969,1655,1893,1404,X,1950,1857,2252,1119,2888,1932,X,1356,1208,1368,1098,X,1531,1208,1775,1342,867,1943,2595,1426
2582,1724,1712,1320,1185,1901,1522,1831,2176,1798,915,881,1504,1686,2453,1876,1135,1984,1249,1924,2243,1332,1712,1194,1196,2115,1213,2228,3384,973,1504,1467,952,1737,1616,1963,1222,1280,1446,0,1498,1249,952,1281,2629,1581,1774,1776,2213,1849,1682,X,1616,1887,1386,1621,1823,1619,1792,1258,X,2088,1711,2151,973,2852,1786,X,1320,2110,1222,952,X,1495,1643,1629,1196,721,1907,2559,1280
1398,777,1306,891,756,1551,942,1402,1747,1590,707,1022,1075,1280,1608,692,809,777,1368,1495,1837,926,1306,788,790,1168,784,2347,2539,765,1075,1038,744,553,1210,779,1014,96,1096,1125,0,1156,744,931,1445,1152,590,1347,1029,752,735,X,1210,1096,202,1762,1417,1190,1584,852,X,931,1305,1943,765,2423,1380,X,891,926,1014,744,X,1066,926,1279,790,862,1478,2130,96
1932,825,490,956,821,1462,733,672,1017,576,895,564,345,464,1231,1367,-87,825,926,1560,1021,110,490,59,-26,923,849,1905,2162,464,345,308,1688,1228,394,1313,0,771,643,736,1715,0,1225,866,1979,422,1265,677,1242,690,490,X,394,665,877,1304,601,520,1147,36,X,866,489,1506,464,1693,564,X,956,1555,3,1225,X,336,484,1190,-26,1457,748,1460,771
1944,1323,1222,1437,1302,2097,570,1948,2293,2136,110,1568,1621,1196,1963,1238,1355,1323,1834,2041,1753,1472,1222,1334,1336,1655,1330,2813,2894,1196,1621,1584,1290,1099,1756,1325,1560,789,1064,713,693,1587,0,1477,1991,1698,1136,1794,1575,1298,1222,X,1756,1642,748,2308,1963,1736,840,1398,X,1477,1221,1199,1196,2969,1926,X,1437,1392,1560,1290,X,1612,1392,1825,1336,1408,2024,2676,642
1917,1710,985,1252,1117,620,1429,1754,2099,1079,1181,813,1427,959,1726,1139,995,1907,1560,1856,1516,1192,1572,1054,1056,961,1145,2539,2657,959,1427,1390,1263,1000,1476,1949,1082,1266,138,311,1764,1350,1218,0,1964,1504,1220,1708,1294,1382,1572,X,1476,1361,1372,1553,1683,1551,1956,1118,X,1948,1571,2315,959,1745,820,X,1252,1373,1082,1263,X,1418,1373,355,1056,1032,800,2491,1266
35,1298,774,1240,1105,1753,1017,1145,1490,1049,767,1037,818,748,1515,1221,386,1298,1269,1844,1305,394,774,445,447,1207,1133,2248,2446,748,818,781,886,1082,678,1597,473,1055,1298,1444,1350,936,804,1133,0,895,1119,1150,1715,1163,774,X,678,949,1161,1777,885,993,1431,509,X,1150,773,1790,748,2166,1037,X,1240,1455,473,804,X,809,864,1481,447,922,1221,1933,692
1889,658,447,913,778,1424,690,773,1118,831,1071,881,446,421,1188,1324,230,658,504,1517,978,67,447,289,291,880,806,1483,2119,421,446,625,1658,1185,351,1270,317,728,969,1115,1672,504,1182,804,1936,0,1222,994,1520,791,447,X,351,622,834,1621,558,837,1104,69,X,804,446,1463,421,2010,881,X,913,1512,317,1182,X,245,51,1152,291,1776,1065,1777,728
2288,965,1009,301,211,1309,1130,812,1157,1393,533,1351,485,983,1750,1582,700,965,1066,905,1540,629,1009,759,761,1356,194,2045,2681,983,485,448,1487,1443,913,1669,787,986,854,535,1116,877,570,727,2335,562,0,757,1382,207,923,X,913,1184,1092,2091,1120,600,1410,555,X,1366,1008,1769,983,1833,1351,X,301,1816,840,570,X,476,624,1037,761,1256,888,1540,986
2019,912,577,454,908,1549,820,759,1104,961,982,651,432,551,1318,1454,-18,912,1013,1058,1108,197,577,59,61,1010,347,1992,2249,551,432,395,1781,1315,481,1400,382,858,1118,1150,1802,550,1312,953,2066,509,1352,0,1329,777,577,X,481,752,964,1391,688,753,1234,123,X,953,576,1593,551,1780,651,X,454,1642,550,1312,X,423,571,1277,61,1871,835,1693,858
1334,1722,1087,1463,1328,1487,135,1571,1916,1475,1017,1463,1244,971,1544,1809,812,1724,1176,2067,1618,810,1087,408,333,1520,1356,2155,2475,971,1244,1207,1768,1670,991,715,899,1213,1032,816,1117,899,1054,867,1381,1321,1707,1576,0,1589,1087,X,991,67,1319,2203,1198,1419,1744,935,X,867,1086,2103,971,2592,1463,X,1463,957,899,1054,X,1235,647,1215,873,1537,1647,2359,1213
2557,1450,1115,1581,1446,1963,1358,1173,1518,1499,1288,1189,795,1089,1856,1992,538,1450,1551,2185,1646,735,1115,597,599,1548,1474,2530,2787,1089,970,933,1325,1853,1019,1938,457,1396,1656,373,1871,1088,1325,1491,2604,1047,1890,1302,1867,0,1115,X,1019,1290,1502,1929,1226,1145,1772,661,X,1491,1114,2131,1089,2318,1189,X,1581,2180,1088,1325,X,961,1109,1691,599,1094,1373,2085,1396
2402,1378,1328,714,1659,1819,1341,1225,1570,1716,1572,1578,898,1302,2069,1696,1053,1378,1479,1318,1859,1042,1328,649,594,453,627,2458,3000,1302,898,861,1649,1557,1232,1783,1140,1100,1547,697,2195,1140,1649,1704,2449,975,1594,1170,1795,1243,0,X,1232,1273,1206,2318,1439,1013,1985,968,X,1704,1327,2344,1302,2246,1704,X,714,1930,1140,1649,X,889,1037,1547,1114,1418,1301,1953,1100
381,795,839,131,1170,1236,960,642,987,1223,1195,1238,315,813,1580,1649,587,795,896,1645,1370,459,839,646,648,922,934,1875,2511,813,315,278,1232,1510,743,1662,707,1120,964,1033,1778,707,1232,1196,346,392,1547,587,1212,660,753,0,743,1014,1226,1978,950,430,1496,385,X,1196,838,1855,813,1663,1238,X,131,1782,707,1232,X,306,454,964,648,1350,718,1370,1053
1538,802,96,562,427,1092,339,1073,1256,1037,794,1025,746,70,837,973,374,802,591,1166,627,571,96,433,435,529,455,1570,1768,70,746,709,1307,834,-51,919,461,377,637,783,1321,461,831,472,1585,823,871,668,1169,1033,96,X,0,271,483,1765,207,861,753,497,X,472,95,1112,70,2094,1025,X,562,1161,461,831,X,737,885,820,435,1425,1149,1801,377
1267,1655,1635,1396,1261,1420,68,1817,1896,1721,950,1613,1490,904,1477,1742,1058,1827,1332,2000,2166,1255,1635,1117,1119,1761,1289,2311,2408,904,1490,1453,1701,1603,1539,648,1145,1146,965,749,1050,1295,987,800,1314,1567,1640,1822,898,1802,1613,X,1539,0,1252,2353,1663,1665,1827,1181,X,800,1634,2186,904,2545,1613,X,1396,890,1145,987,X,1481,890,1148,1119,1470,1600,2605,1146
1196,1596,1419,1337,1202,1349,962,1601,1825,1505,622,1102,1274,1393,1406,1748,842,1754,1470,1941,1950,1039,1419,901,903,1690,1230,2449,2337,845,1274,1237,824,1609,1323,577,929,1152,894,1040,1205,1236,659,729,1243,1351,1646,1606,827,1619,1419,X,1323,894,0,1842,1530,1449,1499,965,X,729,1418,1858,845,2474,1493,X,1337,1784,929,611,X,1265,1413,1077,903,942,1529,2389,1152
1738,1162,1150,903,768,1339,960,1332,1677,1236,353,668,1005,1124,1891,960,573,1485,1036,1507,1681,770,1150,632,634,1553,796,2015,2822,411,1005,968,390,821,1054,1401,660,718,884,1030,936,802,390,719,1785,1082,1041,1337,1651,1203,1120,X,1054,1325,824,0,1261,1180,1230,696,X,1526,1149,1589,411,2353,1224,X,903,1194,660,390,X,996,1144,1067,634,508,1408,2120,703
1883,1209,874,1340,1205,1846,1117,1056,1401,960,1279,948,729,848,1615,1751,297,1209,384,1944,1405,494,874,356,358,1307,1233,1363,2546,848,729,692,1511,1612,778,1264,384,1155,974,1120,1892,384,1346,1250,1930,806,1363,1061,1514,1074,874,X,778,1049,687,1688,0,904,1531,420,X,1250,873,1890,848,2077,948,X,1340,1939,300,1346,X,720,868,1574,358,1629,1132,1844,1155
1792,1069,734,611,1065,1706,672,916,1261,1118,1139,808,589,708,1475,1611,157,1069,1170,1215,1265,354,734,216,218,1167,504,2149,2406,708,589,552,1938,1472,638,1252,707,1015,1275,1307,1654,707,1469,1110,1839,666,1509,157,1486,934,734,X,638,604,1121,1548,845,0,1391,280,X,1110,733,1750,708,1937,808,X,611,1494,707,1469,X,580,728,1434,218,2028,992,940,1015
1965,984,382,848,713,1378,1375,1359,1542,1323,768,1251,1032,356,1123,1198,660,1512,1613,1452,913,857,382,719,721,815,741,2592,2054,356,1032,995,1322,1059,1141,1346,747,663,190,370,1663,747,1117,758,2012,1109,1157,954,1596,1319,382,X,1141,1412,769,1991,1309,1147,0,783,X,758,381,359,356,2380,1311,X,848,1432,747,1117,X,1023,1171,1106,721,1091,1435,2087,663
1896,1160,454,920,785,1450,697,780,1125,838,1152,1383,453,428,1195,1331,732,1160,949,1524,985,74,454,791,793,887,813,1928,2126,428,453,1067,1665,1192,358,1277,819,735,995,1141,1679,819,1189,830,1943,1181,1229,1026,1527,798,454,X,358,629,841,2123,565,1219,1111,0,X,830,453,1470,428,2452,1383,X,920,1519,819,1189,X,1095,1243,1178,793,1783,1507,2159,735
-47,1107,774,1240,1105,1744,967,954,1299,1049,360,1037,627,748,1030,1221,386,1107,1208,1844,1305,394,774,445,447,1207,1133,2187,360,748,627,590,804,1082,678,1597,473,1055,1298,1110,1350,936,804,1133,-82,704,1119,1150,1524,972,774,X,678,949,1161,1777,885,993,1237,509,0,1150,773,1596,748,1975,1037,X,1240,1455,473,804,X,618,766,1472,447,922,1030,1933,625
1917,1675,985,1252,1117,620,1150,1522,1096,1079,543,813,1195,959,677,1139,763,1675,1247,1856,1516,960,1340,822,824,961,1145,2226,1608,959,1195,1158,1263,1000,1244,1905,850,1222,165,311,1126,1247,580,-7,1964,1272,1220,1527,1294,1382,1340,X,1244,1361,1328,1553,863,1370,1420,886,X,0,1339,1779,959,1745,813,X,1252,1373,850,532,X,1186,1334,348,824,1032,800,2310,1222
1584,726,1,381,332,997,1099,978,1161,942,699,930,651,-25,742,878,279,1131,1232,1071,532,476,1,338,340,434,360,2211,1673,-25,651,614,1212,739,760,965,366,282,542,688,1282,366,736,377,1631,728,776,573,1215,938,1,X,760,1031,388,1670,928,766,1513,402,X,377,0,1872,-25,1999,930,X,467,1112,366,736,X,642,790,725,340,1330,1054,1706,282
1606,748,23,489,354,1019,1016,1000,1183,964,409,952,673,-3,764,900,283,1153,1254,1093,554,498,23,360,362,456,382,2233,1695,-3,673,636,1234,761,782,987,388,304,564,710,1304,388,758,399,1653,750,798,595,1237,960,23,X,782,1053,410,1692,950,788,1286,424,X,399,22,0,-3,2021,952,X,489,1134,388,758,X,664,812,747,362,1352,1076,1728,304
1609,751,881,492,357,1597,1124,1003,1348,967,724,955,676,855,1622,903,304,1156,1257,1096,1412,501,881,363,365,1142,385,2236,2553,-19,676,639,1237,764,785,990,391,307,981,1127,1307,364,761,1090,1656,753,801,948,1240,963,709,X,785,1056,413,1695,992,791,1538,427,X,1142,880,1897,0,2024,955,X,492,1137,367,761,X,667,815,1325,365,1355,1079,1731,307
2176,1123,593,879,744,1589,1031,970,1315,1172,979,440,643,567,1334,1409,193,1123,1224,1483,1124,408,593,270,272,1026,772,2203,2265,567,643,606,1533,1270,692,1557,761,874,435,581,1694,761,1148,969,2223,720,1368,1165,1540,988,593,X,692,963,980,1180,899,1178,211,334,X,969,592,570,567,0,440,X,879,1643,761,1148,X,634,782,1317,272,1302,1046,2118,874
1787,929,1059,439,304,1544,1268,950,1295,1145,671,-1,623,1033,1800,1081,482,1103,1204,1043,1590,679,1059,541,543,1320,332,2183,2731,178,623,586,1130,942,963,1168,569,485,1159,1148,1254,569,708,1037,1834,700,979,895,1418,968,887,X,963,1234,591,740,1170,738,1548,605,X,1320,1058,1907,118,1971,0,X,439,1315,569,708,X,614,762,1272,543,1248,1026,1678,485
2086,979,644,718,583,1616,887,826,940,730,950,718,499,618,1385,1521,67,979,154,1322,1175,264,644,126,128,1077,611,1133,2316,618,499,462,1842,1382,548,1467,154,925,744,890,1533,154,987,1020,2133,576,372,831,1396,579,644,X,548,819,1031,1458,755,674,1301,190,X,1020,643,1660,618,1847,718,0,718,1709,154,987,X,490,638,1344,128,1611,902,1614,925
