2091,664,708,-86,1039,1105,829,511,856,1092,1077,1107,184,682,1449,1585,456,664,765,1514,1239,328,708,515,517,1055,803,1744,2380,682,184,147,1854,1446,612,1531,576,989,833,902,1811,489,1298,1065,2138,261,1483,456,1081,529,622,X,612,883,1095,1847,819,299,1365,254,X,1065,707,1724,682,1532,1107,X,0,1651,576,1443,X,175,323,833,517,1623,587,1239,989
1640,1080,745,1211,1076,1046,667,927,1272,831,60,819,600,719,1419,862,168,1080,442,1815,1276,365,745,227,229,1178,1104,1421,2350,719,600,563,1387,723,649,1422,255,739,591,737,643,442,97,426,1687,677,943,932,1497,945,745,X,649,920,845,1559,856,775,937,291,X,742,744,1296,719,1948,819,X,1211,0,255,49,X,591,-87,774,229,1458,1003,1715,739
1932,825,490,956,821,1462,733,672,1017,660,895,564,345,464,1231,1367,-87,825,926,1560,1021,110,490,-28,-26,923,849,1905,2162,464,345,308,1694,1228,394,1313,-84,771,1031,1063,1715,463,1225,943,1979,422,1265,677,1242,690,490,X,394,665,877,1304,601,520,1147,36,X,866,489,1506,464,1693,564,X,956,1555,0,1225,X,336,484,1190,-26,1784,748,1460,771
1944,1095,760,1226,1091,949,570,942,1287,846,-37,834,615,734,1501,1238,183,1095,1196,1830,1291,380,760,242,244,1193,1119,2175,2432,734,615,578,1290,1099,664,1325,270,642,494,640,546,733,-99,370,1991,692,1136,947,1512,960,760,X,664,935,748,1574,871,790,840,306,X,1136,759,1199,734,1963,834,X,1226,1392,234,0,X,606,754,677,244,1361,1018,1730,642
1557,658,447,458,778,1424,690,773,1118,831,1071,881,446,421,1188,779,230,658,504,1517,978,67,447,289,291,880,806,1483,2119,421,446,605,1658,640,351,1270,317,728,969,1115,1656,504,1110,804,1604,-76,677,914,1479,791,447,X,351,622,834,1621,558,757,1104,-7,X,804,446,1463,421,1990,881,X,458,1013,317,1110,0,169,62,1152,291,1776,1045,1697,168
1975,489,533,999,864,1510,654,859,1204,917,902,967,532,507,1274,1410,316,489,590,1603,1064,153,533,375,377,880,892,1569,2205,428,532,711,1744,1271,437,1356,403,814,1055,1144,1636,590,1268,890,2022,10,1308,1080,1606,877,447,X,437,708,920,1707,644,923,1190,79,X,890,532,1549,507,2096,967,X,999,1476,403,1268,X,0,148,1238,377,1862,1151,1863,814
2187,1080,745,1211,1076,1362,988,927,1272,831,1150,819,600,719,1419,1622,168,1080,529,1815,1276,365,745,227,229,1178,1104,1421,2350,719,600,563,1949,1483,649,1568,255,1026,907,1053,1868,442,1322,742,2234,677,1421,932,1497,945,745,X,649,920,1132,1559,856,775,1402,291,X,829,744,1761,719,1948,819,X,1211,1810,258,1322,X,591,0,1090,229,1774,1003,1715,1026
1752,1362,637,1103,968,272,1081,1406,1751,731,1016,1027,1079,611,1378,974,647,1559,1395,1707,1168,844,1224,706,708,613,996,2374,2309,611,1079,1042,1098,835,1128,1601,734,918,-34,146,1599,1002,1053,1427,1799,1156,1055,1411,946,1217,1224,X,1128,1013,1024,1767,1335,1254,1608,770,X,1600,1223,1967,611,1397,1298,X,1103,1208,734,1098,X,1070,1208,0,708,867,452,2194,918
1958,1222,516,982,847,1512,759,842,1187,900,921,590,515,490,1257,1393,402,1222,1011,1586,1047,136,516,-2,-67,949,875,1990,2188,490,515,797,1720,1254,420,1339,489,797,1057,1203,1741,489,1251,892,2005,911,1291,1088,1589,860,516,X,420,691,903,1330,627,1009,1173,72,X,892,515,1532,490,2182,600,X,982,1581,489,1251,X,825,973,1240,0,1838,1237,1949,797
1947,1089,1018,599,464,1704,1261,1110,1455,1104,831,159,783,992,1759,1241,441,1263,528,1203,1549,638,1018,500,502,1451,492,1507,2690,338,783,746,1290,1102,922,1328,528,645,1118,1264,1414,528,868,1197,1994,860,1139,1055,1578,1128,1018,X,922,1193,751,900,1129,898,1675,564,X,1394,1017,2034,278,2131,1092,X,599,1475,528,868,X,774,922,1432,502,0,1186,1838,645
1828,1071,1201,812,677,1917,629,1323,1506,1287,1044,1275,996,320,1087,1223,624,1476,1577,1416,1732,821,1201,683,685,1462,705,2556,2018,320,996,959,1557,1084,1105,1209,711,627,1301,1310,1611,711,1081,1361,1875,1073,1121,1268,494,1283,1029,X,1105,561,733,2015,1273,1111,1156,747,X,1361,1200,1515,320,945,1275,X,812,1451,711,1081,X,987,1135,1645,685,1675,0,2051,627
852,1555,1306,891,756,1551,819,1402,1747,1690,824,1304,1075,1280,1608,692,809,1555,1368,1495,1837,926,1306,788,790,1739,784,2347,2539,1047,1075,1038,1026,553,1210,779,1131,96,1096,1125,1407,1279,861,931,817,1152,590,1347,1029,752,1306,X,1210,1096,202,2044,1417,1190,1701,852,X,931,1305,2060,1047,2423,1380,X,891,926,1131,861,X,1066,926,1279,790,1144,1478,0,96
1374,1459,1290,795,660,1803,1431,1306,1651,1661,890,1364,979,1264,2031,596,710,1459,1272,1399,1821,910,1290,772,774,1723,688,2251,2962,1264,979,942,1981,472,1194,2011,1085,1480,1348,1029,1473,1263,927,1183,1421,1056,464,1251,1296,656,1290,X,1194,1363,1586,2104,1401,1094,1767,836,X,1572,1289,2126,1264,2327,1364,X,795,830,1085,927,X,970,830,1531,774,1750,1382,2034,0
