0,0,0;0,0
0,10,790;0,10,0
0,12,663;0,205,111,12,0
0,69,606;0,77,69,0
0,77,279;0,77,0
0,111,292;0,205,111,0
0,114,736;0,77,114,0
0,181,904;0,205,111,199,181,0
0,199,854;0,205,111,199,0
0,205,185;0,205,0
0,218,909;0,205,218,0
0,227,973;0,77,69,227,0
0,232,688;0,205,111,232,0
0,234,808;0,77,234,0
0,266,965;0,205,111,199,181,266,0
